prime_type,prime,target_full,target_fragment,SOA,correct_response,delay,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,mouse.started,prime_text.started,submit_text.started,textbox.started,polygon.stopped,fragment_text.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,trials.textbox.text,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
unrelated ,coffee,puppet,p_pp_t,0.4,puppet,0.9,10,10,0,[np.float64(-0.034444444444444444)],[np.float64(-0.4111111111111111)],[1],[0],[0],[7.176366582978517],['submit_text'],puppet,0,10,10,76,179.09125533304177,,179.08649750007316,179.09125533304177,0.008807375095784664,179.5759395409841,179.5759395409841,179.5759395409841,179.60365908313543,179.98741529113613,186.26313487510197,[np.float64(-0.034444444444444444)],[np.float64(-0.4111111111111111)],[1],[0],[0],[7.176366582978517],['submit_text'],puppet,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,suitcase,feet,f_e_,0.1,feet,0.6,11,11,0,[np.float64(-0.01888888888888889)],[np.float64(-0.39555555555555555)],[1],[0],[0],[14.345064915949479],['submit_text'],free,0,11,11,109,186.27300249994732,,186.26691025006585,186.27300249994732,0.0036372500471770763,186.76993433316238,186.76993433316238,186.76993433316238,186.7822128329426,186.85693225008436,200.6122302080039,[np.float64(-0.01888888888888889)],[np.float64(-0.39555555555555555)],[1],[0],[0],[14.345064915949479],['submit_text'],free,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,night,moon,m__n,0.1,moon,0.6,12,12,0,[np.float64(-0.03222222222222222)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.764020582893863],['submit_text'],moon,0,12,12,54,200.62155479099602,,200.61591912503354,200.62155479099602,0.003539541969075799,201.1095046659466,201.1095046659466,201.1095046659466,201.1211576249916,201.20667708315887,205.38018370815553,[np.float64(-0.03222222222222222)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.764020582893863],['submit_text'],moon,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,protein,telephone,t_l_p_o_e,0.4,telephone,0.9,13,13,0,[np.float64(-0.03666666666666667)],[np.float64(-0.41444444444444445)],[1],[0],[0],[12.447166082914919],['submit_text'],telephone,0,13,13,82,205.40469270804897,,205.38379158312455,205.40469270804897,0.0034890419337898493,205.8871587079484,205.8871587079484,205.8871587079484,205.89775925013237,206.2806794999633,217.8312259579543,[np.float64(-0.03666666666666667)],[np.float64(-0.41444444444444445)],[1],[0],[0],[12.447166082914919],['submit_text'],telephone,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,perfume,blanket,b_an__e_,0.1,blanket,0.6,14,14,0,[np.float64(0.025555555555555557)],[np.float64(-0.4122222222222222)],[1],[0],[0],[101.83928770781495],['submit_text'],branches,0,14,14,91,217.84093520813622,,217.8351911250502,217.84093520813622,0.0038257502019405365,218.33792500011623,218.33792500011623,218.33792500011623,218.35027358308434,218.4271372910589,319.674742750125,[np.float64(0.025555555555555557)],[np.float64(-0.4122222222222222)],[1],[0],[0],[101.83928770781495],['submit_text'],branches,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,library ,books ,b__k_,0.4,books ,0.9,15,15,0,[np.float64(-0.034444444444444444)],[np.float64(-0.41333333333333333)],[1],[0],[0],[5.2389617909211665],['submit_text'],books,0,15,15,1,319.6862406251021,,319.67975658294745,319.6862406251021,0.004831792088225484,320.17893333313987,320.17893333313987,320.17893333313987,320.1907469581347,320.5900989579968,324.9190405411646,[np.float64(-0.034444444444444444)],[np.float64(-0.41333333333333333)],[1],[0],[0],[5.2389617909211665],['submit_text'],books,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,bubbles,closet,c_o_e_,0.4,closet,0.9,16,16,0,[np.float64(-0.027777777777777776)],[np.float64(-0.4122222222222222)],[1],[0],[0],[13.529220291879028],['submit_text'],cooler,0,16,16,88,324.92897545802407,,324.9239239159506,324.92897545802407,0.00473808404058218,325.4238936661277,325.4238936661277,325.4238936661277,325.43575637508184,325.833023250103,338.45345279108733,[np.float64(-0.027777777777777776)],[np.float64(-0.4122222222222222)],[1],[0],[0],[13.529220291879028],['submit_text'],cooler,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,cash,money,m_n_y,0.4,money,0.9,17,17,0,[np.float64(-0.023333333333333334)],[np.float64(-0.41333333333333333)],[1],[0],[0],[4.535498458892107],['submit_text'],money,0,17,17,51,338.4623511249665,,338.45716558303684,338.4623511249665,0.003545291954651475,338.9571304160636,338.9571304160636,338.9571304160636,338.96941841603257,339.3744517499581,342.9929294581525,[np.float64(-0.023333333333333334)],[np.float64(-0.41333333333333333)],[1],[0],[0],[4.535498458892107],['submit_text'],money,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,party,dance,d_n_e,0.4,dance,0.9,18,18,0,[np.float64(-0.008888888888888889)],[np.float64(-0.4022222222222222)],[0],[0],[0],[26.8644490421284],['submit_text'],dance,0,18,18,37,343.0022698750254,,342.996545500122,343.0022698750254,0.0035038329660892487,343.4976932499558,343.4976932499558,343.4976932499558,343.51028737495653,343.89068920793943,369.86129287513904,[np.float64(-0.008888888888888889)],[np.float64(-0.4022222222222222)],[0],[0],[0],[26.8644490421284],['submit_text'],dance,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,register,flute,fl__e,0.4,flute,0.9,19,19,0,[np.float64(0.02)],[np.float64(-0.4066666666666667)],[1],[0],[0],[72.97810366610065],['submit_text'],flare,0,19,19,92,369.8725400411058,,369.86688600014895,369.8725400411058,0.005448666168376803,370.36318491608836,370.36318491608836,370.36318491608836,370.3756183751393,370.75798679096624,442.84531054110266,[np.float64(0.02)],[np.float64(-0.4066666666666667)],[1],[0],[0],[72.97810366610065],['submit_text'],flare,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,cereal ,ropes,r_p_s,0.1,ropes,0.6,20,20,0,[np.float64(0.008888888888888889)],[np.float64(-0.40444444444444444)],[1],[0],[0],[12.87040949985385],['submit_text'],ropos,0,20,20,115,442.85954466601834,,442.8504612080287,442.85954466601834,0.004996666917577386,443.34885708312504,443.34885708312504,443.34885708312504,443.3765367080923,443.44635545811616,455.7212237911299,[np.float64(0.008888888888888889)],[np.float64(-0.40444444444444444)],[1],[0],[0],[12.87040949985385],['submit_text'],ropos,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,laptop ,pouch ,p_u_h,0.1,pouch ,0.6,21,21,0,[np.float64(-0.022222222222222223)],[np.float64(-0.4077777777777778)],[1],[0],[0],[8.722624249989167],['submit_text'],pouch,0,21,21,63,455.73014524998143,,455.7252052910626,455.73014524998143,0.003832082962617278,456.22391541604884,456.22391541604884,456.22391541604884,456.2357343749609,456.3377600410022,464.44811220816337,[np.float64(-0.022222222222222223)],[np.float64(-0.4077777777777778)],[1],[0],[0],[8.722624249989167],['submit_text'],pouch,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,key,lock ,l__k,0.1,lock,0.6,22,22,0,[np.float64(-0.021111111111111112)],[np.float64(-0.4177777777777778)],[1],[0],[0],[18.96743212500587],['submit_text'],lock,0,22,22,20,464.45950450003147,,464.45186000014655,464.45950450003147,0.003628124948590994,464.9517184579745,464.9517184579745,464.9517184579745,464.96345058316365,465.0535157909617,483.4196297081653,[np.float64(-0.021111111111111112)],[np.float64(-0.4177777777777778)],[1],[0],[0],[18.96743212500587],['submit_text'],lock,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,planet,bottle,b__t_e,0.1,bottle,0.6,23,23,0,[np.float64(-0.021111111111111112)],[np.float64(-0.41555555555555557)],[1],[0],[0],[243.20247895806096],['submit_text'],bottle,0,23,23,61,483.44447408313863,,483.4232590000611,483.44447408313863,0.003493207972496748,483.9264772911556,483.9264772911556,483.9264772911556,483.94926699995995,484.0135361661669,726.6260719581041,[np.float64(-0.021111111111111112)],[np.float64(-0.41555555555555557)],[1],[0],[0],[243.20247895806096],['submit_text'],bottle,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,missile,roses,r_s_s,0.4,roses,0.9,24,24,0,[np.float64(-0.03111111111111111)],[np.float64(-0.4122222222222222)],[1],[0],[0],[5.696381040848792],['submit_text'],roses,0,24,24,84,726.6355311251245,,726.6297535831109,726.6355311251245,0.003485041903331876,727.1326020830311,727.1326020830311,727.1326020830311,727.1442702501081,727.5197584580164,732.3264913749881,[np.float64(-0.03111111111111111)],[np.float64(-0.4122222222222222)],[1],[0],[0],[5.696381040848792],['submit_text'],roses,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,eye,economics,ec__o_i_s,0.1,economics,0.6,25,25,0,[np.float64(-0.012222222222222223)],[np.float64(-0.4166666666666667)],[1],[0],[0],[16.69900995795615],['submit_text'],ecologics,0,25,25,95,732.33610270801,,732.3299012081698,732.33610270801,0.0032787909731268883,732.8344630829524,732.8344630829524,732.8344630829524,732.846625541104,732.9263608329929,749.02928879112,[np.float64(-0.012222222222222223)],[np.float64(-0.4166666666666667)],[1],[0],[0],[16.69900995795615],['submit_text'],ecologics,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,breakfast,dustbin,d_s_b_n,0.1,dustbin,0.6,26,26,0,[np.float64(-0.03666666666666667)],[np.float64(-0.41888888888888887)],[1],[0],[0],[6.7244433329906315],['submit_text'],dustbin,0,26,26,113,749.0406502911355,,749.034580500098,749.0406502911355,0.005141583038493991,749.5315759161022,749.5315759161022,749.5315759161022,749.543609250104,749.6337893330492,755.7593666659668,[np.float64(-0.03666666666666667)],[np.float64(-0.41888888888888887)],[1],[0],[0],[6.7244433329906315],['submit_text'],dustbin,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,beach,sand,s__d,0.4,sand,0.9,27,27,0,[np.float64(-0.034444444444444444)],[np.float64(-0.4077777777777778)],[1],[0],[0],[3.7475482078734785],['submit_text'],sand,0,27,27,9,755.7836182080209,,755.7625819160603,755.7836182080209,0.003093124832957983,756.2656447500922,756.2656447500922,756.2656447500922,756.2893950000871,756.6674918751232,759.5105102499947,[np.float64(-0.034444444444444444)],[np.float64(-0.4077777777777778)],[1],[0],[0],[3.7475482078734785],['submit_text'],sand,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,fork,spoon,s___n,0.1,spoon,0.6,28,28,0,[np.float64(-0.03666666666666667)],[np.float64(-0.4166666666666667)],[0],[0],[0],[5.755673208041117],['submit_text'],spoon,0,28,28,24,759.5204471661709,,759.5146049160976,759.5204471661709,0.003975416999310255,760.0169925829396,760.0169925829396,760.0169925829396,760.0290257500019,760.1035581249744,765.270707000047,[np.float64(-0.03666666666666667)],[np.float64(-0.4166666666666667)],[0],[0],[0],[5.755673208041117],['submit_text'],spoon,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,radio,archer,a_c_e_,0.4,archer,0.9,29,29,0,[np.float64(-0.0011111111111111111)],[np.float64(-0.40444444444444444)],[1],[0],[0],[14.70394616597332],['submit_text'],ancher,0,29,29,114,765.2841615830548,,765.2762406249531,765.2841615830548,0.005363500211387873,765.7753745410591,765.7753745410591,765.7753745410591,765.7875975831412,766.1663692500442,779.9806600001175,[np.float64(-0.0011111111111111111)],[np.float64(-0.40444444444444444)],[1],[0],[0],[14.70394616597332],['submit_text'],ancher,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,movie,file,f__e,0.1,file,0.6,30,30,0,[np.float64(-0.04666666666666667)],[np.float64(-0.4)],[1],[0],[0],[6.82056041713804],['submit_text'],flee,0,30,30,69,779.997010458028,,779.9901242081542,779.997010458028,0.009324749931693077,780.4837067499757,780.4837067499757,780.4837067499757,780.4962970830966,780.5839782080147,786.8111063749529,[np.float64(-0.04666666666666667)],[np.float64(-0.4)],[1],[0],[0],[6.82056041713804],['submit_text'],flee,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,skirt,earbuds,e_r_u_s,0.1,earbuds,0.6,31,31,0,[np.float64(-0.04666666666666667)],[np.float64(-0.4)],[1],[0],[0],[178.55749758379534],['submit_text'],,0,31,31,111,786.8206166659947,,786.8144977081101,786.8206166659947,0.003275624942034483,787.3179605000187,787.3179605000187,787.3179605000187,787.3301677501295,787.4118829159997,965.372335750144,[np.float64(-0.04666666666666667)],[np.float64(-0.4)],[1],[0],[0],[178.55749758379534],['submit_text'],,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,river,call,c__l,0.4,call,0.9,32,32,0,[np.float64(0.02666666666666667)],[np.float64(-0.4066666666666667)],[0],[0],[0],[16.76466849981807],['submit_text'],clock,0,32,32,66,965.3826412500348,,965.3772680410184,965.3826412500348,0.004607458133250475,965.8703537911642,965.8703537911642,965.8703537911642,965.8821039581671,966.288691624999,982.1423987499438,[np.float64(0.02666666666666667)],[np.float64(-0.4066666666666667)],[0],[0],[0],[16.76466849981807],['submit_text'],clock,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,laundry,clothes ,c__t__s,0.4,clothes,0.9,33,33,0,[np.float64(0.0077777777777777776)],[np.float64(-0.39666666666666667)],[1],[0],[0],[6.3658562079072],['submit_text'],clothes,0,33,33,11,982.1546606661286,,982.14840504108,982.1546606661286,0.0058245419058948755,982.6454434159677,982.6454434159677,982.6454434159677,982.658439458115,983.0427179159597,988.514654250117,[np.float64(0.0077777777777777776)],[np.float64(-0.39666666666666667)],[1],[0],[0],[6.3658562079072],['submit_text'],clothes,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,window,binary,bi_a_y,0.4,binary,0.9,34,34,0,[np.float64(-0.008888888888888889)],[np.float64(-0.4)],[1],[0],[0],[16.878833916969597],['submit_text'],bias,0,34,34,94,988.53924779105,,988.5180946250912,988.53924779105,0.0033117500133812428,989.0214010409545,989.0214010409545,989.0214010409545,989.043484875001,989.4137363750488,1005.397287750151,[np.float64(-0.008888888888888889)],[np.float64(-0.4)],[1],[0],[0],[16.878833916969597],['submit_text'],bias,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,reflection,mirror,m_rr__,0.4,mirror,0.9,35,35,0,[np.float64(-0.008888888888888889)],[np.float64(-0.4)],[1],[0],[0],[4.723226374946535],['submit_text'],mirror,0,35,35,19,1005.4058767501265,,1005.4005903750658,1005.4058767501265,0.0032003328669816256,1005.9077621251345,1005.9077621251345,1005.9077621251345,1005.9077621251345,1006.3063407081645,1010.1242307911161,[np.float64(-0.008888888888888889)],[np.float64(-0.4)],[1],[0],[0],[4.723226374946535],['submit_text'],mirror,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,sky,cloud,c_o_d,0.1,cloud,0.6,36,36,0,[np.float64(-0.011111111111111112)],[np.float64(-0.39222222222222225)],[1],[0],[0],[23.1149207088165],['submit_text'],cloud,0,36,36,48,1010.1356527910102,,1010.128986540949,1010.1356527910102,0.004624499939382076,1010.6282232080121,1010.6282232080121,1010.6282232080121,1010.6563137909397,1010.7182921250351,1033.2443151660264,[np.float64(-0.011111111111111112)],[np.float64(-0.39222222222222225)],[1],[0],[0],[23.1149207088165],['submit_text'],cloud,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,bride,groom,g___m,0.1,groom,0.6,37,37,0,[np.float64(-0.011111111111111112)],[np.float64(-0.39222222222222225)],[1],[0],[0],[4.969749917043373],['submit_text'],groom,0,37,37,42,1033.2565273749642,,1033.2487270410638,1033.2565273749642,0.0042979170102626085,1033.74802287505,1033.74802287505,1033.74802287505,1033.7600473749917,1033.8490981659852,1038.2189464161638,[np.float64(-0.011111111111111112)],[np.float64(-0.39222222222222225)],[1],[0],[0],[4.969749917043373],['submit_text'],groom,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,mountain,street,s_r__t,0.1,street,0.6,38,38,0,[np.float64(-0.011111111111111112)],[np.float64(-0.39222222222222225)],[0],[0],[0],[27.436389583861455],['submit_text'],street,0,38,38,65,1038.2291932080407,,1038.2236905409954,1038.2291932080407,0.004611209034919739,1038.7233827500604,1038.7233827500604,1038.7233827500604,1038.7354782081675,1038.8130274580326,1065.6604867500719,[np.float64(-0.011111111111111112)],[np.float64(-0.39222222222222225)],[0],[0],[0],[27.436389583861455],['submit_text'],street,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,textbook,chapter,c_a_t_r,0.4,chapter,0.9,39,39,0,[np.float64(-0.025555555555555557)],[np.float64(-0.4066666666666667)],[1],[0],[0],[10.401257749879733],['submit_text'],chapter,0,39,39,25,1065.6731847079936,,1065.66711704107,1065.6731847079936,0.006511874962598085,1066.1648538331501,1066.1648538331501,1066.1648538331501,1066.1771389581263,1066.5677676659543,1076.068868916016,[np.float64(-0.025555555555555557)],[np.float64(-0.4066666666666667)],[1],[0],[0],[10.401257749879733],['submit_text'],chapter,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
unrelated ,flipflops,battle,b_t_l_,0.1,battle,0.6,40,40,0,[np.float64(-0.025555555555555557)],[np.float64(-0.40555555555555556)],[1],[0],[0],[6.602881042053923],['submit_text'],bottle,0,40,40,93,1076.0780732079875,,1076.0725566251203,1076.0780732079875,0.003588999854400754,1076.57453337498,1076.57453337498,1076.57453337498,1076.5869700000621,1076.6621342501603,1082.6758324580733,[np.float64(-0.025555555555555557)],[np.float64(-0.40555555555555556)],[1],[0],[0],[6.602881042053923],['submit_text'],bottle,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,fan,light,l_g_t,0.4,light,0.9,41,41,0,[np.float64(-0.03333333333333333)],[np.float64(-0.40555555555555556)],[1],[0],[0],[26.347414457937703],['submit_text'],light,0,41,41,45,1082.6856666661333,,1082.6794310831465,1082.6856666661333,0.0034815839026123285,1083.1794885410927,1083.1794885410927,1083.1794885410927,1083.191246750066,1083.5765128750354,1109.0273092910647,[np.float64(-0.03333333333333333)],[np.float64(-0.40555555555555556)],[1],[0],[0],[26.347414457937703],['submit_text'],light,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
related ,light,electricity,e_e_t_i_i_y,0.1,electricity ,0.6,42,42,0,[np.float64(-0.025555555555555557)],[np.float64(-0.41333333333333333)],[1],[0],[0],[7.118139375001192],['submit_text'],electricity,0,42,42,16,1109.0410229160916,,1109.0325675830245,1109.0410229160916,0.005113209132105112,1109.5297185410745,1109.5297185410745,1109.5297185410745,1109.5418095409404,1109.6274156661239,1116.1511472079437,[np.float64(-0.025555555555555557)],[np.float64(-0.41333333333333333)],[1],[0],[0],[7.118139375001192],['submit_text'],electricity,p2,001,2025-11-14_13h11.59.516,untitled,,2025.1.1,120.66183026207868,2025-11-14 13h12.09.090779 +0530,
