prime_type,prime,target_full,target_fragment,SOA,correct_response,delay,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,mouse.started,prime_text.started,submit_text.started,textbox.started,polygon.stopped,fragment_text.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,trials.textbox.text,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
related ,cash,money,m_n_y,0.4,money,0.9,10,10,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[3.2713035410270095],['submit_text'],money,0,10,10,51,124.5053797911387,,124.49948979099281,124.5053797911387,0.00399012491106987,124.99993995809928,124.99993995809928,124.99993995809928,125.02746320795268,125.39484545798041,127.77104658307508,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[3.2713035410270095],['submit_text'],money,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,road,traffic,t_a__ic,0.4,traffic,0.9,11,11,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[16.67512729205191],['submit_text'],traffic,0,11,11,23,127.77966962498613,,127.77426416613162,127.77966962498613,0.0030960419680923223,128.27654462493956,128.27654462493956,128.27654462493956,128.28874804102816,128.66419116593897,144.44961216603406,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[16.67512729205191],['submit_text'],traffic,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,cake,birthday,b_r_h_a_,0.4,birthday,0.9,12,12,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[17.757590375142172],['submit_text'],birthday,0,12,12,55,144.46142012509517,,144.45572199998423,144.46142012509517,0.005990625126287341,144.9503696251195,144.9503696251195,144.9503696251195,144.9786222500261,145.3536747500766,162.21356541616842,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[17.757590375142172],['submit_text'],birthday,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,tea,duck,du__,0.1,duck,0.6,13,13,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[2.5949522498995066],['submit_text'],dusk,0,13,13,77,162.22847033315338,,162.21764250006527,162.22847033315338,0.003950292011722922,162.7175446660258,162.7175446660258,162.7175446660258,162.74564787512645,162.8154106249567,164.8128172911238,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[2.5949522498995066],['submit_text'],dusk,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,computer,machine,m_c__n_,0.1,machine,0.6,14,14,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[29.082950541982427],['submit_text'],machine,0,14,14,12,164.82891375012696,,164.81678074994124,164.82891375012696,0.0038599998224526644,165.316682707984,165.316682707984,165.316682707984,165.32837220816873,165.41424933308735,193.89998766616918,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[29.082950541982427],['submit_text'],machine,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,city,feather,f_a_h_r,0.4,feather,0.9,15,15,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[19.146006959024817],['submit_text'],father,0,15,15,68,193.91216870816424,,193.90431966609322,193.91216870816424,0.004201584029942751,194.40053391596302,194.40053391596302,194.40053391596302,194.41192616615444,194.8128668749705,213.05059679108672,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[19.146006959024817],['submit_text'],father,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,plant,flower,f_o_e_,0.4,flower,0.9,16,16,0,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[8.32587245805189],['submit_text'],flower,0,16,16,57,213.0621722911019,,213.05492137512192,213.0621722911019,0.004196041962131858,213.55148929101415,213.55148929101415,213.55148929101415,213.5631858331617,213.9482230830472,221.38108708313666,[np.float64(-0.12333333333333334)],[np.float64(-0.4211111111111111)],[1],[0],[0],[8.32587245805189],['submit_text'],flower,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
unrelated ,guitar,grid,g__d,0.4,grid,0.9,17,17,0,[np.float64(-0.12666666666666668)],[np.float64(-0.4166666666666667)],[1],[0],[0],[3.379460084019229],['submit_text'],good,0,17,17,86,221.39223929098807,,221.38607237511314,221.39223929098807,0.004835082916542888,221.88780404115096,221.88780404115096,221.88780404115096,221.90008104103617,222.29577566613443,224.7658453329932,[np.float64(-0.12666666666666668)],[np.float64(-0.4166666666666667)],[1],[0],[0],[3.379460084019229],['submit_text'],good,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,key,lock ,l__k,0.1,lock,0.6,18,18,0,[np.float64(-0.12666666666666668)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.5610693329945207],['submit_text'],look,0,18,18,20,224.77621966600418,,224.76996095804498,224.77621966600418,0.003956791013479233,225.2693631250877,225.2693631250877,225.2693631250877,225.2971115000546,225.36291958298534,227.33131449995562,[np.float64(-0.12666666666666668)],[np.float64(-0.4166666666666667)],[1],[0],[0],[2.5610693329945207],['submit_text'],look,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
related ,row,column,c_l__n,0.1,column,0.6,19,19,0,[np.float64(-0.12777777777777777)],[np.float64(-0.4166666666666667)],[1],[0],[0],[13.854099667165428],['submit_text'],column,0,19,19,26,227.34330075001344,,227.3370545830112,227.34330075001344,0.005624041194096208,227.83682666602544,227.83682666602544,227.83682666602544,227.8496105831582,227.9300674579572,241.19146979111247,[np.float64(-0.12777777777777777)],[np.float64(-0.4166666666666667)],[1],[0],[0],[13.854099667165428],['submit_text'],column,p1,001,2025-11-14_10h49.43.539,untitled,,2025.1.1,119.97468472975699,2025-11-14 10h49.50.254732 +0530,
