prime_type,prime,target_full,target_fragment,SOA,correct_response,delay,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,textbox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,mouse.started,prime_text.started,submit_text.started,textbox.started,polygon.stopped,fragment_text.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,trials.textbox.text,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
unrelated ,pot,headphone,h_a_p_o_e,0.4,headphone,0.9,10,10,0,[np.float64(-0.11666666666666667)],[np.float64(-0.4011111111111111)],[0],[0],[0],[123.131714459043],['submit_text'],happyore,0,10,10,108,253.0294448749628,,253.02390562510118,253.0294448749628,0.004796958994120359,253.5220616250299,253.5220616250299,253.5220616250299,253.54965974995866,253.91522029205225,376.15598679194227,[np.float64(-0.11666666666666667)],[np.float64(-0.4011111111111111)],[0],[0],[0],[123.131714459043],['submit_text'],happyore,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,eye,economics,ec__o_i_s,0.1,economics,0.6,11,11,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[14.097738250158727],['submit_text'],economics,0,11,11,95,376.1686164170969,,376.1626133751124,376.1686164170969,0.0061738749500364065,376.65923466696404,376.65923466696404,376.65923466696404,376.67151370900683,376.7633073339239,390.2607479169965,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[14.097738250158727],['submit_text'],economics,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,fan,maize,m_i_e,0.4,maize,0.9,12,12,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[184.41325558302924],['submit_text'],mile,0,12,12,100,390.27226295904256,,390.265704334015,390.27226295904256,0.004813832929357886,390.7694637500681,390.7694637500681,390.7694637500681,390.781838624971,391.15537491696887,574.6793160000816,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[184.41325558302924],['submit_text'],mile,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,spaceship,game,g_m_,0.1,game,0.6,13,13,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[4.793476500082761],['submit_text'],gums,0,13,13,99,574.6901762920897,,574.6842834590934,574.6901762920897,0.004732833011075854,575.1784079999197,575.1784079999197,575.1784079999197,575.1908539999276,575.2762265000492,579.4781330840196,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[4.793476500082761],['submit_text'],gums,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,river,call,c__l,0.4,call,0.9,14,14,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[3.9144579169806093],['submit_text'],cool,0,14,14,66,579.4898245420773,,579.4837635001168,579.4898245420773,0.005512750009074807,579.9913337090984,579.9913337090984,579.9913337090984,579.9913337090984,580.3768382500857,583.3985766670667,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[3.9144579169806093],['submit_text'],cool,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,year,milk,m__k,0.1,milk,0.6,15,15,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[5.563964625122026],['submit_text'],mask,0,15,15,105,583.4070390420966,,583.4015638339333,583.4070390420966,0.002871749922633171,583.9068397919182,583.9068397919182,583.9068397919182,583.9068397919182,583.9935826249421,588.9658981249668,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[5.563964625122026],['submit_text'],mask,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,date,day,d_y,0.1,day,0.6,16,16,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[4.016810040920973],['submit_text'],dry,0,16,16,56,588.9740783749148,,588.969007417094,588.9740783749148,0.003016832983121276,589.4727825419977,589.4727825419977,589.4727825419977,589.4727825419977,589.5739556669723,592.9861868340522,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[4.016810040920973],['submit_text'],dry,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,track,race,r_c_,0.1,race,0.6,17,17,0,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[5.045928625157103],['submit_text'],rack,0,17,17,34,592.995854542125,,592.9899757499807,592.995854542125,0.00368200009688735,593.4909147499129,593.4909147499129,593.4909147499129,593.5033061250579,593.5844728751108,598.0363337090239,[np.float64(-0.10777777777777778)],[np.float64(-0.4077777777777778)],[1],[0],[0],[5.045928625157103],['submit_text'],rack,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,city,feather,f_a_h_r,0.4,feather,0.9,18,18,0,[np.float64(-0.11)],[np.float64(-0.40444444444444444)],[1],[0],[0],[6.818301791790873],['submit_text'],father,0,18,18,68,598.0454080840573,,598.0402837919537,598.0454080840573,0.003816707991063595,598.5424328749068,598.5424328749068,598.5424328749068,598.557271250058,598.9334822921082,604.8589599169791,[np.float64(-0.11)],[np.float64(-0.40444444444444444)],[1],[0],[0],[6.818301791790873],['submit_text'],father,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,coffee,puppet,p_pp_t,0.4,puppet,0.9,19,19,0,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[0],[0],[0],[3.9301155409775674],['submit_text'],puppet,0,19,19,76,604.868964875117,,604.8633914999664,604.868964875117,0.004306500079110265,605.3634952090215,605.3634952090215,605.3634952090215,605.391007249942,605.7745155419689,608.7939183749259,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[0],[0],[0],[3.9301155409775674],['submit_text'],puppet,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,row,column,c_l__n,0.1,column,0.6,20,20,0,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[11.965049207909033],['submit_text'],column,0,20,20,26,608.8025237920228,,608.7972847919445,608.8025237920228,0.0032502501271665096,609.2914852919057,609.2914852919057,609.2914852919057,609.3027538340539,609.4081155839376,620.7627097500954,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[11.965049207909033],['submit_text'],column,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,road,traffic,t_a__ic,0.4,traffic,0.9,21,21,0,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.775215792004019],['submit_text'],traffic,0,21,21,23,620.774829500122,,620.767186375102,620.774829500122,0.004352082964032888,621.2753769590054,621.2753769590054,621.2753769590054,621.2753769590054,621.6686314591207,625.5428484170698,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.775215792004019],['submit_text'],traffic,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,register,flute,fl__e,0.4,flute,0.9,22,22,0,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[23.465217542136088],['submit_text'],flate,0,22,22,92,625.5538492500782,,625.5482550840825,625.5538492500782,0.005283083999529481,626.0461246669292,626.0461246669292,626.0461246669292,626.0584034170024,626.4414082500152,649.0139113750774,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[23.465217542136088],['submit_text'],flate,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,towel,grass,g_a_s,0.4,grass,0.9,23,23,0,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.133412624942139],['submit_text'],grass,0,23,23,102,649.0248783749994,,649.0187520419713,649.0248783749994,0.004723833873867989,649.5134230419062,649.5134230419062,649.5134230419062,649.5250990421046,649.9176145419478,653.1526002499741,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.133412624942139],['submit_text'],grass,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,clock,time,t_m_,0.1,time,0.6,24,24,0,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[5.195348332868889],['submit_text'],time,0,24,24,28,653.1617775000632,,653.1559434588999,653.1617775000632,0.0032085829880088568,653.6574103340972,653.6574103340972,653.6574103340972,653.670321166981,653.7587160419207,658.3516893340275,[np.float64(-0.10888888888888888)],[np.float64(-0.4066666666666667)],[1],[0],[0],[5.195348332868889],['submit_text'],time,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,data,graph,g_a_h,0.4,graph,0.9,25,25,0,[np.float64(-0.11222222222222222)],[np.float64(-0.4033333333333333)],[1],[0],[0],[8.064648958155885],['submit_text'],graph,0,25,25,35,658.3619568340946,,658.3551635839976,658.3619568340946,0.0033774159383028746,658.8589724169578,658.8589724169578,658.8589724169578,658.8713779170066,659.2500241671223,666.4202733340207,[np.float64(-0.11222222222222222)],[np.float64(-0.4033333333333333)],[1],[0],[0],[8.064648958155885],['submit_text'],graph,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,turmeric,sipper,s_p_e_,0.4,sipper,0.9,26,26,0,[np.float64(-0.11)],[np.float64(-0.4088888888888889)],[1],[0],[0],[24.918741791974753],['submit_text'],sapien,0,26,26,90,666.4303547919262,,666.4250195841305,666.4303547919262,0.0046366669703274965,666.942458084086,666.942458084086,666.942458084086,666.9588623750024,667.3186259169597,691.3441975000314,[np.float64(-0.11)],[np.float64(-0.4088888888888889)],[1],[0],[0],[24.918741791974753],['submit_text'],sapien,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,hospital ,doctor,d__t_r,0.1,doctor ,0.6,27,27,0,[np.float64(-0.11)],[np.float64(-0.4088888888888889)],[1],[0],[0],[3.5816422919742763],['submit_text'],doctor,0,27,27,0,691.3552426670212,,691.3491351669654,691.3552426670212,0.004823125200346112,691.8491332500707,691.8491332500707,691.8491332500707,691.8615178340115,691.9429903749842,694.9312097919174,[np.float64(-0.11)],[np.float64(-0.4088888888888889)],[1],[0],[0],[3.5816422919742763],['submit_text'],doctor,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,laundry,clothes ,c__t__s,0.4,clothes,0.9,28,28,0,[np.float64(-0.11)],[np.float64(-0.4088888888888889)],[1],[0],[0],[3.549044207902625],['submit_text'],clothes,0,28,28,11,694.9432389589492,,694.9354850000236,694.9432389589492,0.0041560831014066935,695.4310035419185,695.4310035419185,695.4310035419185,695.4424126250669,695.8352245839778,698.4848924591206,[np.float64(-0.11)],[np.float64(-0.4088888888888889)],[1],[0],[0],[3.549044207902625],['submit_text'],clothes,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,numbers,fire,f_re,0.1,fire,0.6,29,29,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[2.7788026658818126],['submit_text'],fire,0,29,29,107,698.5101976669393,,698.4883277919143,698.5101976669393,0.0033393329940736294,698.9920414590742,698.9920414590742,698.9920414590742,699.0156781671103,699.0793427499011,701.2674437919632,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[2.7788026658818126],['submit_text'],fire,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,classroom ,benches ,b_n__es,0.1,benches,0.6,30,30,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[69.71803804207593],['submit_text'],bundles,0,30,30,2,701.2764595840126,,701.2708006671164,701.2764595840126,0.003275540890172124,701.7765110419132,701.7765110419132,701.7765110419132,701.7765110419132,701.8694708750118,770.9893245419953,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[69.71803804207593],['submit_text'],bundles,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,washroom,shower,s_o_e_,0.4,shower,0.9,31,31,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.98551404196769],['submit_text'],shower,0,31,31,5,770.9986925420817,,770.9933976249304,770.9986925420817,0.003967332886531949,771.4917089170776,771.4917089170776,771.4917089170776,771.5035560419783,771.8873438751325,775.9794093749952,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.98551404196769],['submit_text'],shower,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,tea,duck,du__,0.1,duck,0.6,32,32,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[7.2367602090816945],['submit_text'],dupe,0,32,32,77,775.989170084009,,775.9832462919876,775.989170084009,0.0037189580034464598,776.4821917500813,776.4821917500813,776.4821917500813,776.4942714590579,776.5805444170255,783.2203662919346,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[7.2367602090816945],['submit_text'],dupe,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,shirt,chips,c_i_s,0.4,chips,0.9,33,33,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[10.922506083035842],['submit_text'],clits,0,33,33,112,783.2447250001132,,783.22362895892,783.2447250001132,0.003181084059178829,783.7284412090667,783.7284412090667,783.7284412090667,783.7407095839735,784.121542125009,794.146620334126,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[10.922506083035842],['submit_text'],clits,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,fork,spoon,s___n,0.1,spoon,0.6,34,34,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[3.7285734589677304],['submit_text'],spoon,0,34,34,24,794.1577254170552,,794.1507517499849,794.1577254170552,0.004020333988592029,794.646482042037,794.646482042037,794.646482042037,794.661552292062,794.7476180840749,797.8798363339156,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[3.7285734589677304],['submit_text'],spoon,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,shelf,motor,m_t_r,0.1,motor,0.6,35,35,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[5.511896749958396],['submit_text'],meter,0,35,35,101,797.8901151251048,,797.8842256250791,797.8901151251048,0.004271791083738208,798.4117976250127,798.4117976250127,798.4117976250127,798.4117976250127,798.4820999170188,803.3966497920919,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[5.511896749958396],['submit_text'],meter,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,textbook,chapter,c_a_t_r,0.4,chapter,0.9,36,36,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[9.737506166100502],['submit_text'],chapter,0,36,36,25,803.4086732501164,,803.402581792092,803.4086732501164,0.005820458056405187,803.898648167029,803.898648167029,803.898648167029,803.9119655839168,804.3119657919742,813.1406337500084,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[9.737506166100502],['submit_text'],chapter,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,music,song,s__g,0.4,song,0.9,37,37,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[3.5859051670413464],['submit_text'],song,0,37,37,7,813.1493257090915,,813.1441350840032,813.1493257090915,0.0033992500975728035,813.6438227090985,813.6438227090985,813.6438227090985,813.6559401669074,814.0447262499947,816.7306315000169,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[3.5859051670413464],['submit_text'],song,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,call,phone,p_o_e,0.1,phone,0.6,38,38,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.262417500140145],['submit_text'],phone,0,38,38,40,816.740738667082,,816.7349315420724,816.740738667082,0.004160166950896382,817.2340047920588,817.2340047920588,817.2340047920588,817.2622809999157,817.3319528340362,820.997870542109,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.262417500140145],['submit_text'],phone,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,interview,dollar,d_l_a_,0.1,dollar,0.6,39,39,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[95.23963095806539],['submit_text'],delay ,0,39,39,71,821.012232542038,,821.0024665000383,821.012232542038,0.0044662079308182,821.5007863750216,821.5007863750216,821.5007863750216,821.5123422089964,821.6123776671011,916.2427448339295,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[95.23963095806539],['submit_text'],delay ,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
unrelated ,garden ,ocean ,o___n ,0.4,ocean ,0.9,40,40,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[39.01263270806521],['submit_text'],ocean,0,40,40,60,916.2522359590512,,916.2467888339888,916.2522359590512,0.003921041963621974,916.7457662089728,916.7457662089728,916.7457662089728,916.7577292090282,917.1577633339912,955.2600150001235,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[39.01263270806521],['submit_text'],ocean,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,party,dance,d_n_e,0.4,dance,0.9,41,41,0,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.062763083027676],['submit_text'],dense,0,41,41,37,955.2691142919939,,955.2638232919853,955.2691142919939,0.003705834038555622,955.7687260839157,955.7687260839157,955.7687260839157,955.7813272089697,956.1817867499776,959.3272326251026,[np.float64(-0.11)],[np.float64(-0.4066666666666667)],[1],[0],[0],[4.062763083027676],['submit_text'],dense,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
related ,board,chalk,c___k,0.1,chalk,0.6,42,42,0,[np.float64(-0.10666666666666667)],[np.float64(-0.40444444444444444)],[1],[0],[0],[4.528482374968007],['submit_text'],chalk,0,42,42,30,959.3367755839135,,959.3314371670131,959.3367755839135,0.004075624980032444,959.8321942090988,959.8321942090988,959.8321942090988,959.8447976671159,959.9247075840831,963.8604771250393,[np.float64(-0.10666666666666667)],[np.float64(-0.40444444444444444)],[1],[0],[0],[4.528482374968007],['submit_text'],chalk,P4,001,2025-11-14_16h47.39.541,untitled,,2025.1.1,120.99140373053115,2025-11-14 16h48.23.399584 +0530,
